Breach Submission Date,Attack Type
2017-05-26,Phishing
2017-05-26,Unauthorized Access/Disclosure
2017-05-25,Phishing
2017-05-24,Ransomware
2017-05-19,Unauthorized Access/Disclosure
2017-05-18,Ransomware
2017-05-18,Unauthorized Access/Disclosure
2017-05-15,Theft
2017-05-12,Ransomware
2017-05-12,Ransomware
2017-05-09,Unauthorized Access/Disclosure
2017-05-05,Unauthorized Access/Disclosure
2017-05-05,Unauthorized Access/Disclosure
2017-05-05,Ransomware
2017-05-04,Unauthorized Access/Disclosure
2017-05-04,Unauthorized Access/Disclosure
2017-05-04,Theft
2017-05-02,Ransomware
2017-05-02,Theft
2017-04-28,Theft
2017-04-28,Hacking/IT Incident
2017-04-28,Ransomware
2017-04-28,Ransomware
2017-04-28,Theft
2017-04-26,Unauthorized Access/Disclosure
2017-04-26,Ransomware
2017-04-26,Ransomware
2017-04-24,Hacking/IT Incident
2017-04-21,Ransomware
2017-04-21,Ransomware
2017-04-21,Phishing
2017-04-21,Theft
2017-04-21,Hacking/IT Incident
2017-04-19,Ransomware
2017-04-18,Hacking/IT Incident
2017-04-14,Improper Disposal
2017-04-14,Theft
2017-04-14,Unauthorized Access/Disclosure
2017-04-13,Unauthorized Access/Disclosure
2017-04-13,Unauthorized Access/Disclosure
2017-04-12,Unauthorized Access/Disclosure
2017-04-11,Improper Disposal
2017-04-07,Ransomware
2017-04-04,Unauthorized Access/Disclosure
2017-04-04,Unauthorized Access/Disclosure
2017-04-04,Hacking/IT Incident
2017-04-03,Unauthorized Access/Disclosure
2017-03-31,Hacking/IT Incident
2017-03-31,Hacking/IT Incident
2017-03-31,Unauthorized Access/Disclosure
2017-03-26,Ransomware
2017-03-25,Hacking/IT Incident
2017-03-25,Phishing
2017-03-23,Unauthorized Access/Disclosure
2017-03-23,Theft
2017-03-22,Hacking/IT Incident
2017-03-20,Unauthorized Access/Disclosure
2017-03-20,Unauthorized Access/Disclosure
2017-03-17,Unauthorized Access/Disclosure
2017-03-17,Unauthorized Access/Disclosure
2017-03-16,Unauthorized Access/Disclosure
2017-03-16,Ransomware
2017-03-13,Theft
2017-03-10,Theft
2017-03-10,Hacking/IT Incident
2017-03-10,Unauthorized Access/Disclosure
2017-03-09,Unauthorized Access/Disclosure
2017-03-09,Hacking
2017-03-08,Theft
2017-03-06,Malware
2017-03-06,Theft
2017-03-03,Unauthorized Access/Disclosure
2017-03-02,Unauthorized Access/Disclosure
2017-03-02,Hacking/IT Incident
2017-03-01,Unauthorized Access/Disclosure
2017-03-01,Unauthorized Access/Disclosure
2017-03-01,Unauthorized Access/Disclosure
2017-03-01,Unauthorized Access/Disclosure
2017-02-28,Theft
2017-02-28,Hacking/IT Incident
2017-02-24,Unauthorized Access/Disclosure
2017-02-24,Theft
2017-02-23,Unauthorized Access/Disclosure
2017-02-23,Improper Disposal
2017-02-23,Theft
2017-02-21,Ransomware
2017-02-19,Unauthorized Access/Disclosure
2017-02-17,Unauthorized Access/Disclosure
2017-02-17,Hacking/IT Incident
2017-02-17,Theft
2017-02-16,Loss
2017-02-13,Ransomware
2017-02-13,Unauthorized Access/Disclosure
2017-02-10,Unauthorized Access/Disclosure
2017-02-10,Theft
2017-02-09,Unauthorized Access/Disclosure
2017-02-09,Unauthorized Access/Disclosure
2017-02-09,Hacking/IT Incident
2017-02-07,Hacking/IT Incident
2017-02-03,Unauthorized Access/Disclosure
2017-02-03,Theft
2017-02-02,Improper Disposal
2017-02-02,Theft
2017-01-31,Unauthorized Access/Disclosure
2017-01-31,Unauthorized Access/Disclosure
2017-01-27,Hacking/IT Incident
2017-01-27,Unauthorized Access/Disclosure
2017-01-27,Phishing
2017-01-27,Hacking/IT Incident
2017-01-26,Loss
2017-01-26,Phishing
2017-01-24,Loss
2017-01-23,Unauthorized Access/Disclosure
2017-01-20,Unauthorized Access/Disclosure
2017-01-20,Theft
2017-01-20,Unauthorized Access/Disclosure
2017-01-20,Phishing
2017-01-19,Unauthorized Access/Disclosure
2017-01-16,Malware
2017-01-16,Hacking/IT Incident
2017-01-13,Phishing
2017-01-13,Theft
2017-01-12,Unauthorized Access/Disclosure
2017-01-11,Malware
2017-01-10,Unauthorized Access/Disclosure
2017-01-09,Theft
2017-01-06,Malware
2017-01-05,Theft
2017-01-03,Ransomware
2017-01-03,Unauthorized Access/Disclosure
2016-12-30,Malware
2016-12-30,Hacking/IT Incident
2016-12-30,Unauthorized Access/Disclosure
2016-12-29,Unauthorized Access/Disclosure
2016-12-29,Ransomware
2016-12-28,Hacking/IT Incident
2016-12-27,Ransomware
2016-12-23,Malware
2016-12-23,Unauthorized Access/Disclosure
2016-12-22,Theft
2016-12-22,Hacking/IT Incident
2016-12-21,Hacking/IT Incident
2016-12-21,Theft
2016-12-20,Ransomware
2016-12-20,Hacking/IT Incident
2016-12-19,Hacking/IT Incident
2016-12-19,Unauthorized Access/Disclosure
2016-12-16,Phishing
2016-12-16,Hacking/IT Incident
2016-12-16,Unauthorized Access/Disclosure
2016-12-15,Malware
2016-12-14,Theft
2016-12-12,Hacking/IT Incident
2016-12-11,Improper Disposal
2016-12-10,Hacking/IT Incident
2016-12-08,Ransomware
2016-12-07,Unauthorized Access/Disclosure
2016-12-05,Hacking/IT Incident
2016-12-05,Ransomware
2016-12-05,Theft
2016-12-02,Theft
2016-12-01,Phishing
2016-11-30,Hacking/IT Incident
2016-11-30,Ransomware
2016-11-29,Unauthorized Access/Disclosure
2016-11-28,Unauthorized Access/Disclosure
2016-11-28,Theft
2016-11-28,Theft
2016-11-28,Loss
2016-11-23,Unauthorized Access/Disclosure
2016-11-23,Unauthorized Access/Disclosure
2016-11-23,Unauthorized Access/Disclosure
2016-11-22,Ransomware
2016-11-22,Unauthorized Access/Disclosure
2016-11-22,Hacking/IT Incident
2016-11-22,Theft
2016-11-21,Unauthorized Access/Disclosure
2016-11-21,Theft
2016-11-18,Loss
2016-11-18,Unauthorized Access/Disclosure
2016-11-18,Theft
2016-11-18,Hacking/IT Incident
2016-11-17,Unauthorized Access/Disclosure
2016-11-17,Unauthorized Access/Disclosure
2016-11-16,Hacking/IT Incident
2016-11-16,Ransomware
2016-11-14,Unauthorized Access/Disclosure
2016-11-10,Hacking/IT Incident
2016-11-10,Unauthorized Access/Disclosure
2016-11-09,Loss
2016-11-09,Theft
2016-11-08,Unauthorized Access/Disclosure
2016-11-08,Unauthorized Access/Disclosure
2016-11-07,Improper Disposal
2016-11-07,Theft
2016-11-07,Unauthorized Access/Disclosure
2016-11-06,Unauthorized Access/Disclosure
2016-11-06,Unauthorized Access/Disclosure
2016-11-04,Unauthorized Access/Disclosure
2016-11-04,Theft
2016-10-26,Unauthorized Access/Disclosure
2016-10-24,Ransomware
2016-10-24,Unauthorized Access/Disclosure
2016-10-21,Hacking/IT Incident
2016-10-21,Loss
2016-10-21,Phishing
2016-10-20,Theft
2016-10-20,Theft
2016-10-20,Ransomware
2016-10-19,Loss
2016-10-18,Improper Disposal
2016-10-14,Theft
2016-10-14,Hacking/IT Incident
2016-10-14,Ransomware
2016-10-13,Loss
2016-10-10,Unauthorized Access/Disclosure
2016-10-07,Ransomware
2016-10-07,Unauthorized Access/Disclosure
2016-10-07,Unauthorized Access/Disclosure
2016-10-06,Hacking/IT Incident
2016-10-05,Theft
2016-10-05,Unauthorized Access/Disclosure
2016-10-04,Phishing
2016-10-04,Ransomware
2016-10-03,Ransomware
2016-09-30,Unauthorized Access/Disclosure
2016-09-30,Hacking/IT Incident
2016-09-29,Theft
2016-09-29,Hacking/IT Incident
2016-09-28,Unauthorized Access/Disclosure
2016-09-27,Ransomware
2016-09-26,Ransomware
2016-09-23,Unauthorized Access/Disclosure
2016-09-23,Hacking/IT Incident
2016-09-23,Hacking/IT Incident
2016-09-23,Ransomware
2016-09-22,Ransomware
2016-09-21,Ransomware
2016-09-21,Unauthorized Access/Disclosure
2016-09-20,Unauthorized Access/Disclosure
2016-09-19,Loss
2016-09-16,Unauthorized Access/Disclosure
2016-09-15,Unauthorized Access/Disclosure
2016-09-13,Hacking/IT Incident
2016-09-12,Loss
2016-09-12,Unauthorized Access/Disclosure
2016-09-12,Hacking/IT Incident
2016-09-09,Theft
2016-09-09,Unauthorized Access/Disclosure
2016-09-09,Theft
2016-09-09,Unauthorized Access/Disclosure
2016-09-08,Ransomware
2016-09-08,Hacking/IT Incident
2016-09-07,Theft
2016-09-07,Unauthorized Access/Disclosure
2016-09-02,Hacking/IT Incident
2016-09-02,Unauthorized Access/Disclosure
2016-09-02,Unauthorized Access/Disclosure
2016-09-01,Unauthorized Access/Disclosure
2016-08-31,Theft
2016-08-31,Hacking/IT Incident
2016-08-30,Hacking/IT Incident
2016-08-30,Theft
2016-08-26,Unauthorized Access/Disclosure
2016-08-23,Unauthorized Access/Disclosure
2016-08-22,Unauthorized Access/Disclosure
2016-08-22,Unauthorized Access/Disclosure
2016-08-19,Loss
2016-08-19,Hacking/IT Incident
2016-08-18,Unauthorized Access/Disclosure
2016-08-15,Hacking/IT Incident
2016-08-15,Theft
2016-08-14,Theft
2016-08-12,Unauthorized Access/Disclosure
2016-08-12,Hacking/IT Incident
2016-08-11,Unauthorized Access/Disclosure
2016-08-10,Unauthorized Access/Disclosure
2016-08-10,Unauthorized Access/Disclosure
2016-08-09,Hacking/IT Incident
2016-08-09,Hacking/IT Incident
2016-08-07,Ransomware
2016-08-05,Unauthorized Access/Disclosure
2016-08-04,Unauthorized Access/Disclosure
2016-08-03,Hacking
2016-07-29,Hacking/IT Incident
2016-07-29,Hacking
2016-07-28,Theft
2016-07-26,Malware
2016-07-25,Theft
2016-07-25,Unauthorized Access/Disclosure
2016-07-22,Unauthorized Access/Disclosure
2016-07-22,Unauthorized Access/Disclosure
2016-07-21,Theft
2016-07-20,Unauthorized Access/Disclosure
2016-07-20,Theft
2016-07-20,Unauthorized Access/Disclosure
2016-07-20,Hacking/IT Incident
2016-07-19,Theft
2016-07-15,Unauthorized Access/Disclosure
2016-07-15,Malware
2016-07-14,Hacking/IT Incident
2016-07-14,Unauthorized Access/Disclosure
2016-07-14,Unauthorized Access/Disclosure
2016-07-12,Theft
2016-07-11,Unauthorized Access/Disclosure
2016-07-11,Hacking/IT Incident
2016-07-11,Malware
2016-07-07,Hacking/IT Incident
2016-07-07,Ransomware
2016-07-01,Unauthorized Access/Disclosure
2016-06-29,Unauthorized Access/Disclosure
2016-06-29,Hacking/IT Incident
2016-06-27,Improper Disposal
2016-06-27,Unauthorized Access/Disclosure
2016-06-21,Hacking
2016-06-17,Unauthorized Access/Disclosure
2016-06-17,Ransomware
2016-06-14,Loss
2016-06-14,Improper Disposal
2016-06-14,Hacking/IT Incident
2016-06-10,Unauthorized Access/Disclosure
2016-06-10,Hacking/IT Incident
2016-06-10,Unauthorized Access/Disclosure
2016-06-09,Unauthorized Access/Disclosure
2016-06-09,Unauthorized Access/Disclosure
2016-06-08,Unauthorized Access/Disclosure
2016-06-07,Unauthorized Access/Disclosure
2016-06-07,Hacking/IT Incident
2016-06-07,Hacking/IT Incident
2016-06-03,Hacking/IT Incident
2016-06-03,Unauthorized Access/Disclosure
2016-06-01,Hacking/IT Incident
2016-05-31,Hacking/IT Incident
2016-05-31,Theft
2016-05-26,Unauthorized Access/Disclosure
2016-05-25,Hacking/IT Incident
2016-05-25,Unauthorized Access/Disclosure
2016-05-25,Hacking
2016-05-24,Theft
2016-05-24,Unauthorized Access/Disclosure
2016-05-20,Unauthorized Access/Disclosure
2016-05-20,Unauthorized Access/Disclosure
2016-05-20,Hacking/IT Incident
2016-05-19,Theft
2016-05-17,Hacking/IT Incident
2016-05-17,Hacking/IT Incident
2016-05-16,Theft
2016-05-16,Theft
2016-05-15,Theft
2016-05-13,Theft
2016-05-12,Unauthorized Access/Disclosure
2016-05-11,Hacking/IT Incident
2016-05-11,Unauthorized Access/Disclosure
2016-05-11,Hacking/IT Incident
2016-05-11,Hacking/IT Incident
2016-05-11,Unauthorized Access/Disclosure
2016-05-09,Malware
2016-05-05,Hacking/IT Incident
2016-05-04,Unauthorized Access/Disclosure
2016-05-04,Unauthorized Access/Disclosure
2016-05-01,Unauthorized Access/Disclosure
2016-04-29,Unauthorized Access/Disclosure
2016-04-28,Theft
2016-04-27,Ransomware
2016-04-25,Hacking/IT Incident
2016-04-25,Unauthorized Access/Disclosure
2016-04-23,Ransomware
2016-04-22,Unauthorized Access/Disclosure
2016-04-22,Loss
2016-04-22,Theft
2016-04-20,Phishing
2016-04-20,Theft
2016-04-20,Theft
2016-04-19,Theft
2016-04-18,Unauthorized Access/Disclosure
2016-04-15,Unauthorized Access/Disclosure
2016-04-15,Malware
2016-04-15,Theft
2016-04-13,Unauthorized Access/Disclosure
2016-04-13,Unauthorized Access/Disclosure
2016-04-12,Unauthorized Access/Disclosure
2016-04-12,Theft
2016-04-12,Unauthorized Access/Disclosure
2016-04-12,Hacking/IT Incident
2016-04-11,Hacking
2016-04-08,Unauthorized Access/Disclosure
2016-04-07,Theft
2016-04-07,Theft
2016-04-05,Unauthorized Access/Disclosure
2016-04-05,Unauthorized Access/Disclosure
2016-04-05,Unauthorized Access/Disclosure
2016-04-01,Unauthorized Access/Disclosure
2016-04-01,Theft
2016-04-01,Unauthorized Access/Disclosure
2016-03-25,Hacking/IT Incident
2016-03-24,Ransomware
2016-03-24,Unauthorized Access/Disclosure
2016-03-23,Theft
2016-03-22,Phishing
2016-03-21,Phishing
2016-03-21,Unauthorized Access/Disclosure
2016-03-18,Hacking/IT Incident
2016-03-18,Theft
2016-03-17,Unauthorized Access/Disclosure
2016-03-17,Loss
2016-03-15,Unauthorized Access/Disclosure
2016-03-14,Hacking/IT Incident
2016-03-11,Theft
2016-03-11,Unauthorized Access/Disclosure
2016-03-10,Loss
2016-03-10,Unauthorized Access/Disclosure
2016-03-10,Unauthorized Access/Disclosure
2016-03-10,Unauthorized Access/Disclosure
2016-03-08,Hacking/IT Incident
2016-03-07,Malware
2016-03-04,Theft
2016-03-04,Theft
2016-03-04,Unauthorized Access/Disclosure
2016-03-04,Hacking/IT Incident
2016-03-04,Phishing
2016-03-03,Theft
2016-03-01,Unauthorized Access/Disclosure
2016-02-29,Hacking/IT Incident
2016-02-27,Unauthorized Access/Disclosure
2016-02-26,Theft
2016-02-26,Theft
2016-02-26,Hacking/IT Incident
2016-02-26,Hacking/IT Incident
2016-02-26,Hacking/IT Incident
2016-02-26,Malware
2016-02-26,Unauthorized Access/Disclosure
2016-02-26,Unauthorized Access/Disclosure
2016-02-26,Unauthorized Access/Disclosure
2016-02-24,Malware
2016-02-19,Theft
2016-02-19,Unauthorized Access/Disclosure
2016-02-15,Hacking/IT Incident
2016-02-12,Loss
2016-02-12,Unauthorized Access/Disclosure
2016-02-12,Unauthorized Access/Disclosure
2016-02-09,Unauthorized Access/Disclosure
2016-02-08,Theft
2016-02-05,Unauthorized Access/Disclosure
2016-02-03,Unauthorized Access/Disclosure
2016-02-02,Loss
2016-02-02,Theft
2016-01-29,Improper Disposal
2016-01-25,Improper Disposal
2016-01-25,Unauthorized Access/Disclosure
2016-01-21,Unauthorized Access/Disclosure
2016-01-15,Loss
2016-01-15,Unauthorized Access/Disclosure
2016-01-15,Unauthorized Access/Disclosure
2016-01-14,Unauthorized Access/Disclosure
2016-01-14,Hacking/IT Incident
2016-01-14,Hacking/IT Incident
2016-01-11,Hacking/IT Incident
2016-01-06,Unauthorized Access/Disclosure
2016-01-04,Theft
2015-12-31,Malware
2015-12-30,Theft
2015-12-30,Unauthorized Access/Disclosure
2015-12-28,Theft
2015-12-24,Theft
2015-12-23,Theft
2015-12-23,Improper Disposal
2015-12-23,Unauthorized Access/Disclosure
2015-12-22,Theft
2015-12-18,Unauthorized Access/Disclosure
2015-12-18,Unauthorized Access/Disclosure
2015-12-15,Unauthorized Access/Disclosure
2015-12-15,Unauthorized Access/Disclosure
2015-12-15,Theft
2015-12-11,Theft
2015-12-11,Unauthorized Access/Disclosure
2015-12-08,Hacking/IT Incident
2015-12-04,Phishing
2015-12-03,Unauthorized Access/Disclosure
2015-12-03,Unauthorized Access/Disclosure
2015-12-02,Unauthorized Access/Disclosure
2015-12-01,Unauthorized Access/Disclosure
2015-12-01,Unauthorized Access/Disclosure
2015-12-01,Unauthorized Access/Disclosure
2015-11-30,Unauthorized Access/Disclosure
2015-11-30,Theft
2015-11-25,Loss
2015-11-24,Theft
2015-11-23,Unauthorized Access/Disclosure
2015-11-19,Theft
2015-11-14,Malware
2015-11-13,Hacking/IT Incident
2015-11-13,Theft
2015-11-13,Malware
2015-11-13,Unauthorized Access/Disclosure
2015-11-12,Malware
2015-11-11,Loss
2015-11-06,Unauthorized Access/Disclosure
2015-10-28,Theft
2015-10-28,Unauthorized Access/Disclosure
2015-10-26,Unauthorized Access/Disclosure
2015-10-23,Unauthorized Access/Disclosure
2015-10-23,Unauthorized Access/Disclosure
2015-10-22,Hacking/IT Incident
2015-10-20,Unauthorized Access/Disclosure
2015-10-20,Theft
2015-10-19,Hacking/IT Incident
2015-10-19,Unauthorized Access/Disclosure
2015-10-19,Theft
2015-10-18,Theft
2015-10-16,Hacking/IT Incident
2015-10-16,Unauthorized Access/Disclosure
2015-10-15,Theft
2015-10-10,Theft
2015-10-09,Unauthorized Access/Disclosure
2015-10-09,Theft
2015-10-09,Phishing
2015-10-08,Unauthorized Access/Disclosure
2015-10-08,Theft
2015-10-06,Unauthorized Access/Disclosure
2015-10-02,Theft
2015-10-01,Unauthorized Access/Disclosure
2015-09-30,Theft
2015-09-25,Theft
2015-09-25,Unauthorized Access/Disclosure
2015-09-24,Unauthorized Access/Disclosure
2015-09-24,Theft
2015-09-24,Theft
2015-09-21,Unauthorized Access/Disclosure
2015-09-21,Hacking/IT Incident
2015-09-18,Theft
2015-09-17,Theft
2015-09-16,Hacking/IT Incident
2015-09-15,Theft
2015-09-14,Unauthorized Access/Disclosure
2015-09-11,Unauthorized Access/Disclosure
2015-09-11,Unauthorized Access/Disclosure
2015-09-11,Unauthorized Access/Disclosure
2015-09-09,Hacking
2015-09-09,Hacking/IT Incident
2015-09-07,Unauthorized Access/Disclosure
2015-09-01,Theft
2015-08-31,Theft
2015-08-27,Unauthorized Access/Disclosure
2015-08-26,Theft
2015-08-26,Theft
2015-08-26,Loss
2015-08-24,Theft
2015-08-24,Theft
2015-08-21,Unauthorized Access/Disclosure
2015-08-21,Ransomware
2015-08-20,Theft
2015-08-18,Unauthorized Access/Disclosure
2015-08-17,Loss
2015-08-14,Unauthorized Access/Disclosure
2015-08-07,Unauthorized Access/Disclosure
2015-08-07,Theft
2015-08-07,Theft
2015-08-07,Unauthorized Access/Disclosure
2015-08-05,Loss
2015-08-04,Unauthorized Access/Disclosure
2015-08-03,Theft
2015-07-31,Theft
2015-07-31,Malware
2015-07-30,Loss
2015-07-29,Unauthorized Access/Disclosure
2015-07-29,Unauthorized Access/Disclosure
2015-07-28,Loss
2015-07-24,Loss
2015-07-24,Unauthorized Access/Disclosure
2015-07-24,Hacking/IT Incident
2015-07-24,Unauthorized Access/Disclosure
2015-07-23,Hacking/IT Incident
2015-07-22,Theft
2015-07-20,Hacking
2015-07-17,Hacking/IT Incident
2015-07-14,Theft
2015-07-14,Loss
2015-07-13,Unauthorized Access/Disclosure
2015-07-10,Loss
2015-07-10,Unauthorized Access/Disclosure
2015-07-10,Unauthorized Access/Disclosure
2015-07-08,Unauthorized Access/Disclosure
2015-07-08,Unauthorized Access/Disclosure
2015-07-03,Hacking/IT Incident
2015-07-03,Theft
2015-07-02,Unauthorized Access/Disclosure
2015-07-02,Unauthorized Access/Disclosure
2015-06-26,Unauthorized Access/Disclosure
2015-06-26,Theft
2015-06-25,Theft
2015-06-24,Hacking/IT Incident
2015-06-19,Unauthorized Access/Disclosure
2015-06-17,Unauthorized Access/Disclosure
2015-06-15,Theft
2015-06-12,Theft
2015-06-12,Theft
2015-06-11,Unauthorized Access/Disclosure
2015-06-10,Theft
2015-06-10,Theft
2015-06-09,Unauthorized Access/Disclosure
2015-06-09,Unauthorized Access/Disclosure
2015-06-09,Unauthorized Access/Disclosure
2015-06-05,Theft
2015-06-04,Theft
2015-06-04,Improper Disposal
2015-06-03,Theft
2015-06-03,Theft
2015-06-01,Theft
2015-06-01,Unauthorized Access/Disclosure
2015-05-28,Unauthorized Access/Disclosure
2015-05-22,Unauthorized Access/Disclosure
2015-05-22,Phishing
2015-05-21,Unauthorized Access/Disclosure
2015-05-20,Hacking/IT Incident
2015-05-20,Theft
2015-05-19,Theft
2015-05-19,Unauthorized Access/Disclosure
2015-05-18,Theft
2015-05-15,Unauthorized Access/Disclosure
2015-05-15,Malware
2015-05-15,Theft
2015-05-15,Theft
2015-05-15,Theft
2015-05-11,Unauthorized Access/Disclosure
2015-05-06,Loss
2015-05-01,Loss
2015-05-01,Phishing
2015-04-29,Theft
2015-04-28,Unauthorized Access/Disclosure
2015-04-28,Unauthorized Access/Disclosure
2015-04-28,Unauthorized Access/Disclosure
2015-04-28,Theft
2015-04-28,Loss
2015-04-27,Hacking/IT Incident
2015-04-27,Unauthorized Access/Disclosure
2015-04-24,Improper Disposal
2015-04-24,Phishing
2015-04-24,Phishing
2015-04-23,Loss
2015-04-22,Theft
2015-04-17,Unauthorized Access/Disclosure
2015-04-16,Theft
2015-04-16,Hacking/IT Incident
2015-04-13,Unauthorized Access/Disclosure
2015-04-10,Loss
2015-04-10,Phishing
2015-04-09,Unauthorized Access/Disclosure
2015-04-09,Hacking/IT Incident
2015-04-07,Hacking/IT Incident
2015-04-06,Unauthorized Access/Disclosure
2015-04-03,Unauthorized Access/Disclosure
2015-04-03,Hacking/IT Incident
2015-04-03,Hacking/IT Incident
2015-04-03,Unauthorized Access/Disclosure
2015-04-02,Unauthorized Access/Disclosure
2015-04-02,Hacking/IT Incident
2015-04-02,Unauthorized Access/Disclosure
2015-04-02,Unauthorized Access/Disclosure
2015-04-02,Theft
2015-04-02,Hacking/IT Incident
2015-04-02,Unauthorized Access/Disclosure
2015-04-02,Unauthorized Access/Disclosure
2015-03-31,Unauthorized Access/Disclosure
2015-03-27,Theft
2015-03-27,Hacking/IT Incident
2015-03-25,Hacking/IT Incident
2015-03-24,Hacking/IT Incident
2015-03-24,Loss
2015-03-24,Hacking/IT Incident
2015-03-23,Hacking/IT Incident
2015-03-20,Loss
2015-03-20,Unauthorized Access/Disclosure
2015-03-20,Unauthorized Access/Disclosure
2015-03-20,Loss
2015-03-19,Theft
2015-03-19,Hacking/IT Incident
2015-03-18,Hacking/IT Incident
2015-03-17,Theft
2015-03-17,Phishing
2015-03-16,Phishing
2015-03-13,Malware
2015-03-12,Hacking/IT Incident
2015-03-11,Unauthorized Access/Disclosure
2015-03-06,Theft
2015-03-06,Theft
2015-03-06,Loss
2015-03-05,Theft
2015-03-05,Unauthorized Access/Disclosure
2015-03-05,Phishing
2015-03-03,Loss
2015-03-02,Hacking/IT Incident
2015-03-02,Hacking/IT Incident
2015-03-02,Hacking/IT Incident
2015-03-01,Unauthorized Access/Disclosure
2015-02-27,Unauthorized Access/Disclosure
2015-02-27,Theft
2015-02-27,Unauthorized Access/Disclosure
2015-02-26,Theft
2015-02-24,Phishing
2015-02-20,Unauthorized Access/Disclosure
2015-02-18,Unauthorized Access/Disclosure
2015-02-13,Phishing
2015-02-12,Unauthorized Access/Disclosure
2015-02-11,Loss
2015-02-09,Loss
2015-02-09,Loss
2015-02-06,Theft
2015-02-05,Improper Disposal
2015-02-04,Improper Disposal
2015-02-02,Theft
2015-01-30,Unauthorized Access/Disclosure
2015-01-29,Theft
2015-01-29,Theft
2015-01-29,Unauthorized Access/Disclosure
2015-01-29,Theft
2015-01-28,Unauthorized Access/Disclosure
2015-01-23,Unauthorized Access/Disclosure
2015-01-23,Hacking/IT Incident
2015-01-23,Theft
2015-01-16,Theft
2015-01-15,Malware
2015-01-15,Unauthorized Access/Disclosure
2015-01-13,Unauthorized Access/Disclosure
2015-01-12,Theft
2015-01-09,Loss
2015-01-07,Theft
2015-01-07,Unauthorized Access/Disclosure
2015-01-07,Hacking/IT Incident
2015-01-05,Unauthorized Access/Disclosure
2014-12-30,Theft
2014-12-26,Improper Disposal
2014-12-23,Theft
2014-12-22,Hacking/IT Incident
2014-12-19,Theft
2014-12-19,Theft
2014-12-15,Other
2014-12-12,Unauthorized Access/Disclosure
2014-12-12,Unauthorized Access/Disclosure
2014-12-12,Unauthorized Access/Disclosure
2014-12-12,Hacking/IT Incident
2014-12-11,Unauthorized Access/Disclosure
2014-12-09,Theft
2014-12-08,Other
2014-12-05,Theft
2014-12-01,Loss
2014-11-26,Theft
2014-11-25,Improper Disposal
2014-11-25,Unauthorized Access/Disclosure
2014-11-21,Theft
2014-11-21,Theft
2014-11-20,Unauthorized Access/Disclosure
2014-11-20,Other
2014-11-19,Theft
2014-11-17,Theft
2014-11-15,Malware
2014-11-14,Other
2014-11-14,Theft
2014-11-14,Theft
2014-11-13,Unauthorized Access/Disclosure
2014-11-10,Loss
2014-11-07,Theft
2014-11-07,Theft
2014-11-03,Theft
2014-10-31,Theft
2014-10-31,Unauthorized Access/Disclosure
2014-10-30,Unauthorized Access/Disclosure
2014-10-29,Theft
2014-10-28,Loss
2014-10-28,Theft
2014-10-22,Theft
2014-10-22,Unauthorized Access/Disclosure
2014-10-22,Unauthorized Access/Disclosure
2014-10-22,Theft
2014-10-15,Theft
2014-10-15,Unauthorized Access/Disclosure
2014-10-15,Theft
2014-10-10,Unauthorized Access/Disclosure
2014-10-10,Unauthorized Access/Disclosure
2014-10-10,Hacking/IT Incident
2014-10-10,Unauthorized Access/Disclosure
2014-10-10,Unauthorized Access/Disclosure
2014-10-09,Theft
2014-10-09,Unauthorized Access/Disclosure
2014-10-09,Unauthorized Access/Disclosure
2014-10-08,Malware
2014-10-08,Theft
2014-10-07,Unauthorized Access/Disclosure
2014-10-06,Unauthorized Access/Disclosure
2014-10-06,Theft
2014-10-03,Unauthorized Access/Disclosure
2014-10-03,Theft
2014-10-01,Unauthorized Access/Disclosure
2014-09-30,Theft
2014-09-26,Theft
2014-09-26,Theft
2014-09-25,Unauthorized Access/Disclosure
2014-09-22,Unauthorized Access/Disclosure
2014-09-18,Unauthorized Access/Disclosure
2014-09-17,Other
2014-09-15,Hacking/IT Incident
2014-09-12,Theft
2014-09-12,Theft
2014-09-12,Unauthorized Access/Disclosure
2014-09-11,Unauthorized Access/Disclosure
2014-09-10,Theft
2014-09-10,Unauthorized Access/Disclosure
2014-09-10,Unauthorized Access/Disclosure
2014-09-10,Unauthorized Access/Disclosure
2014-09-09,Unauthorized Access/Disclosure
2014-09-09,Unauthorized Access/Disclosure
2014-09-09,Theft
2014-09-09,Loss
2014-09-08,Unauthorized Access/Disclosure
2014-09-05,Theft
2014-09-04,Theft
2014-09-04,Unauthorized Access/Disclosure
2014-08-29,Theft
2014-08-29,Unauthorized Access/Disclosure
2014-08-29,Theft
2014-08-29,Other
2014-08-28,Improper Disposal
2014-08-27,Unauthorized Access/Disclosure
2014-08-26,Improper Disposal
2014-08-26,Theft
2014-08-26,Theft
2014-08-25,Theft
2014-08-22,Theft
2014-08-22,Unauthorized Access/Disclosure
2014-08-21,Hacking
2014-08-20,Theft
2014-08-19,Theft
2014-08-18,Theft
2014-08-15,Hacking/IT Incident
2014-08-15,Hacking/IT Incident
2014-08-15,Theft
2014-08-15,Theft
2014-08-15,Hacking/IT Incident
2014-08-15,Hacking/IT Incident
2014-08-14,"Hacking/IT Incident, Other"
2014-08-13,Theft
2014-08-12,Improper Disposal
2014-08-12,Unauthorized Access/Disclosure
2014-08-12,Hacking/IT Incident
2014-08-08,Hacking/IT Incident
2014-08-08,Hacking/IT Incident
2014-08-07,Malware
2014-08-07,Unauthorized Access/Disclosure
2014-08-07,Loss
