uniqser,Date,RansomWare,Malware,DoS,Hacking,Impersonation,Phishing,UnauthorisedAccess,UnauthorisedAccessExternal,Other,UnauthorisedAccessTudents,MiTM,AccountTakeOver
10451,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,
10452,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10453,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,
10454,2022-01-01 00:00:00,,,,,,,,,,,,
10455,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10457,2022-01-01 00:00:00,,,,,,,,,,,,
10458,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10486,2022-01-01 00:00:00,,,,,,,,,,,,
10494,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10502,2022-01-01 00:00:00,,,,,,,,,,,,
10507,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10511,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10512,2022-01-01 00:00:00,,,,,,,,,,,,
10514,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10561,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10562,2022-01-01 00:00:00,,,,,,,,,,,,
10563,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10565,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
10566,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,,,
10567,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
10568,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
10569,2022-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
10570,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,
10572,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
10573,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,Unauthorised listening into video conferences or instant messaging,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10585,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10593,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10612,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
10633,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10688,2022-01-01 00:00:00,,,,,,,,,,,,
10731,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10768,2022-01-01 00:00:00,,,,,,,,,,,,
10770,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10785,2022-01-01 00:00:00,,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,Unauthorised listening into video conferences or instant messaging,
10787,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10793,2022-01-01 00:00:00,,,,,,,,,,,,
10806,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
10815,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
10822,2022-01-01 00:00:00,,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
10845,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
10847,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10848,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10850,2022-01-01 00:00:00,,,Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10851,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,Unauthorised listening into video conferences or instant messaging,
10852,2022-01-01 00:00:00,,,,,,,,,,,,
10860,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10863,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10870,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10872,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,,,,,
10873,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10874,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10875,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10876,2022-01-01 00:00:00,,,,,,,,,,,,
10877,2022-01-01 00:00:00,,,,,,,,,,,,
10881,2022-01-01 00:00:00,,,,,,,,,,,,
10888,2022-01-01 00:00:00,,,,,,,,,,,,
10889,2022-01-01 00:00:00,,,,,,,,,,,,
10890,2022-01-01 00:00:00,,,Denial of service attacks,,,,,,,,,
10891,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10896,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10899,2022-01-01 00:00:00,,,,,,,,,,,,
10900,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,
10901,2022-01-01 00:00:00,,,,,,,,,,,,
10902,2022-01-01 00:00:00,,,,,,,,,,,,
10904,2022-01-01 00:00:00,,,,,,,,,,,,
10906,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
10910,2022-01-01 00:00:00,,,,,,,,,,,,
10918,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10925,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10926,2022-01-01 00:00:00,,,,,,,,,,,,
10927,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10930,2022-01-01 00:00:00,,,,,,,,,,,,
10933,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10934,2022-01-01 00:00:00,,,,,,,,,,,,
10937,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10938,2022-01-01 00:00:00,,,,,,,,,,,,
10947,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10949,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10950,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,Unauthorised accessing of files or networks by students,,
10953,2022-01-01 00:00:00,,,,,,,,,,,,
10959,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
10960,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,
10961,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10963,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10964,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10965,2022-01-01 00:00:00,,,,,,,,,,,,
10966,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10967,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
10969,2022-01-01 00:00:00,,,,,,,,,,,,
10971,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10972,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
10973,2022-01-01 00:00:00,,,,,,,,,,,,
10977,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
10983,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
10988,2022-01-01 00:00:00,,,,,,,,,,,,
11007,2022-01-01 00:00:00,,,,,,,,,,,,
11010,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
11015,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11018,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,,,,,
11020,2022-01-01 00:00:00,,,,,,,,,,,,
11022,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
11023,2022-01-01 00:00:00,,,,,,,,,,,,
11024,2022-01-01 00:00:00,,,,,,,,,,,,
11037,2022-01-01 00:00:00,,,,,,,,,,Unauthorised accessing of files or networks by students,,
11047,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11056,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
11057,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11059,2022-01-01 00:00:00,,,,,,,,,,,,
11060,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
11067,2022-01-01 00:00:00,,,,,,,,,,,,
11084,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
11091,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11093,2022-01-01 00:00:00,,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11096,2022-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11108,2022-01-01 00:00:00,,,,,,,,,,,,
11112,2022-01-01 00:00:00,,,Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11121,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
11139,2022-01-01 00:00:00,,,,,,,,,,,,
11169,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11172,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,
11182,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11183,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,,Unauthorised listening into video conferences or instant messaging,
11214,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,Unauthorised accessing of files or networks by students,,
11217,2022-01-01 00:00:00,,,,,,,,,,,,
11218,2022-01-01 00:00:00,,,,,,,,,,,,
11219,2022-01-01 00:00:00,,,,,,,,,,,,
11224,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11239,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11247,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
11286,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11293,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11296,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11311,2022-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,,,
11313,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11314,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,
11316,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11317,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11318,2022-01-01 00:00:00,,,,,,,,,,,,
11321,2022-01-01 00:00:00,,,,,,,,,,,,
11325,2022-01-01 00:00:00,,,,,,,,,,,,
11328,2022-01-01 00:00:00,,,,,,,,,,,,
11336,2022-01-01 00:00:00,,,,,,,,,,,,
11421,2022-01-01 00:00:00,,,,,,,,,,,,
11441,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11442,2022-01-01 00:00:00,,,,,,,,,,,,
11443,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11444,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11446,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11448,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
11449,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
11454,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
11455,2022-01-01 00:00:00,,,,,,,,,,,,
11457,2022-01-01 00:00:00,,,,,,,,,,,,
11458,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
11460,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11461,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11466,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11468,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11469,2022-01-01 00:00:00,,,,,,,,,,,,
11473,2022-01-01 00:00:00,,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11477,2022-01-01 00:00:00,,,,,,,,,,,,
11478,2022-01-01 00:00:00,,,,,,,,,,,,
11483,2022-01-01 00:00:00,,,,,,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
11485,2022-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11492,2022-01-01 00:00:00,,,,,,,,,,,,
11493,2022-01-01 00:00:00,,,,,,,,,,,,
11494,2022-01-01 00:00:00,,,,,,,,,,,,
11496,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11498,2022-01-01 00:00:00,,,,,,,,,,,,
11499,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11500,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,Unauthorised listening into video conferences or instant messaging,
11502,2022-01-01 00:00:00,,,,,,,,,,,,
11504,2022-01-01 00:00:00,,,,,,,,,,,,
11505,2022-01-01 00:00:00,,,,,,,,,Any other types of cyber security breaches or attacks,,,
11507,2022-01-01 00:00:00,,,,,,,,,,,,
11509,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11510,2022-01-01 00:00:00,,,,,,,,,,,,
11511,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
11513,2022-01-01 00:00:00,,,Denial of service attacks,,,,,,,,Unauthorised listening into video conferences or instant messaging,
11515,2022-01-01 00:00:00,,,,,,,,,,,,
11518,2022-01-01 00:00:00,,,,,,,,,,,,
11521,2022-01-01 00:00:00,,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11522,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,Unauthorised listening into video conferences or instant messaging,
11524,2022-01-01 00:00:00,,,,,,,,,,,,
11525,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11530,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
11532,2022-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11533,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11538,2022-01-01 00:00:00,,,,,,,,,,,,
11540,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11543,2022-01-01 00:00:00,,,Denial of service attacks,,,,,,,,,
11547,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11548,2022-01-01 00:00:00,,,,,,,,,,,,
11549,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11551,2022-01-01 00:00:00,,,,,,,,,,,,
11552,2022-01-01 00:00:00,,,,,,,,,,,,
11554,2022-01-01 00:00:00,,,,,,,,,,,,
11555,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11563,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11566,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11568,2022-01-01 00:00:00,,,,,,,,,,,,
11571,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11572,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11574,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,
11575,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11576,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11577,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11579,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,
11580,2022-01-01 00:00:00,,,,,,,,,,,,
11581,2022-01-01 00:00:00,,,,,,,,,,,,
11582,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,Unauthorised accessing of files or networks by students,,
11583,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11584,2022-01-01 00:00:00,,,,,,,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11585,2022-01-01 00:00:00,,,,,,,,,,,,
11586,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11587,2022-01-01 00:00:00,,,,,,,,,Any other types of cyber security breaches or attacks,,,
11589,2022-01-01 00:00:00,,,,,,,,,,,,
11593,2022-01-01 00:00:00,,,,,,,,,,,,
11594,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11596,2022-01-01 00:00:00,,,,,,,,,,,,
11603,2022-01-01 00:00:00,,,,,,,,,,,,
11608,2022-01-01 00:00:00,,,,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11610,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11611,2022-01-01 00:00:00,,,Denial of service attacks,,,,,,,,,
11612,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,Unauthorised accessing of files or networks by students,Unauthorised listening into video conferences or instant messaging,
11613,2022-01-01 00:00:00,,,,,,,,,,,,
11614,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11616,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
11617,2022-01-01 00:00:00,,,,,,,,,,,,
11619,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
11620,2022-01-01 00:00:00,,,,,,,,,,Unauthorised accessing of files or networks by students,,
11622,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11623,2022-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11625,2022-01-01 00:00:00,,,,,,,,,,,,
11626,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
11627,2022-01-01 00:00:00,,,,,,,,,,,,
11629,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11630,2022-01-01 00:00:00,,,,,,,,,,,,
11631,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
11632,2022-01-01 00:00:00,,,,,,,,,,,,
11633,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11635,2022-01-01 00:00:00,,,,,,,,,,,,
11636,2022-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
11637,2022-01-01 00:00:00,,,,,,,,,,,,
11640,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,Unauthorised listening into video conferences or instant messaging,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11643,2022-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,Unauthorised listening into video conferences or instant messaging,
11644,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11645,2022-01-01 00:00:00,,,,,,,,,,,,
11646,2022-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
11650,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11653,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11654,2022-01-01 00:00:00,,,,,,,,,,,,
11659,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11660,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,"Takeovers or attempts to take over your website, social media accounts or email accounts"
11661,2022-01-01 00:00:00,,,,,,,,,,,,
11663,2022-01-01 00:00:00,,,,,,,,,,,,
11665,2022-01-01 00:00:00,,,,,,,,,,,,
11668,2022-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11670,2022-01-01 00:00:00,,,,,,,,,,,,
11671,2022-01-01 00:00:00,,,,,,,,,,,,
11672,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
11674,2022-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
11675,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11676,2022-01-01 00:00:00,,,,,,,,,,,,
11679,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,Unauthorised listening into video conferences or instant messaging,
11680,2022-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
11683,2022-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
11684,2022-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,Unauthorised accessing of files or networks by students,,
